trial_index,dataset,subject,session,run,trial_in_run,event_name,label
95,PhysioNetMI,3,0,0,5,left_hand,0
96,PhysioNetMI,3,0,0,6,left_hand,0
97,PhysioNetMI,3,0,0,7,right_hand,1
98,PhysioNetMI,3,0,0,8,left_hand,0
99,PhysioNetMI,3,0,0,9,right_hand,1
100,PhysioNetMI,3,0,0,10,left_hand,0
101,PhysioNetMI,3,0,0,11,right_hand,1
102,PhysioNetMI,3,0,0,12,right_hand,1
103,PhysioNetMI,3,0,0,13,left_hand,0
104,PhysioNetMI,3,0,0,14,left_hand,0
105,PhysioNetMI,3,0,1,0,left_hand,0
106,PhysioNetMI,3,0,1,1,right_hand,1
107,PhysioNetMI,3,0,1,2,left_hand,0
108,PhysioNetMI,3,0,1,3,right_hand,1
109,PhysioNetMI,3,0,1,4,right_hand,1
110,PhysioNetMI,3,0,1,5,left_hand,0
111,PhysioNetMI,3,0,1,6,left_hand,0
112,PhysioNetMI,3,0,1,7,right_hand,1
113,PhysioNetMI,3,0,1,8,right_hand,1
114,PhysioNetMI,3,0,1,9,left_hand,0
115,PhysioNetMI,3,0,1,10,left_hand,0
116,PhysioNetMI,3,0,1,11,right_hand,1
117,PhysioNetMI,3,0,1,12,right_hand,1
118,PhysioNetMI,3,0,1,13,left_hand,0
119,PhysioNetMI,3,0,1,14,right_hand,1
120,PhysioNetMI,3,0,2,0,right_hand,1
121,PhysioNetMI,3,0,2,1,left_hand,0
122,PhysioNetMI,3,0,2,2,right_hand,1
123,PhysioNetMI,3,0,2,3,left_hand,0
124,PhysioNetMI,3,0,2,4,left_hand,0
125,PhysioNetMI,3,0,2,5,right_hand,1
126,PhysioNetMI,3,0,2,6,left_hand,0
127,PhysioNetMI,3,0,2,7,right_hand,1
128,PhysioNetMI,3,0,2,8,right_hand,1
129,PhysioNetMI,3,0,2,9,left_hand,0
130,PhysioNetMI,3,0,2,10,left_hand,0
131,PhysioNetMI,3,0,2,11,right_hand,1
132,PhysioNetMI,3,0,2,12,left_hand,0
133,PhysioNetMI,3,0,2,13,right_hand,1
134,PhysioNetMI,3,0,2,14,left_hand,0
135,PhysioNetMI,4,0,0,0,left_hand,0
136,PhysioNetMI,4,0,0,1,right_hand,1
137,PhysioNetMI,4,0,0,2,left_hand,0
138,PhysioNetMI,4,0,0,3,right_hand,1
139,PhysioNetMI,4,0,0,4,left_hand,0
140,PhysioNetMI,4,0,0,5,right_hand,1
141,PhysioNetMI,4,0,0,6,right_hand,1
142,PhysioNetMI,4,0,0,7,left_hand,0
143,PhysioNetMI,4,0,0,8,right_hand,1
144,PhysioNetMI,4,0,0,9,left_hand,0
145,PhysioNetMI,4,0,0,10,left_hand,0
146,PhysioNetMI,4,0,0,11,right_hand,1
147,PhysioNetMI,4,0,0,12,right_hand,1
148,PhysioNetMI,4,0,0,13,left_hand,0
149,PhysioNetMI,4,0,0,14,left_hand,0
150,PhysioNetMI,4,0,1,0,left_hand,0
151,PhysioNetMI,4,0,1,1,right_hand,1
152,PhysioNetMI,4,0,1,2,right_hand,1
153,PhysioNetMI,4,0,1,3,left_hand,0
154,PhysioNetMI,4,0,1,4,right_hand,1
155,PhysioNetMI,4,0,1,5,left_hand,0
156,PhysioNetMI,4,0,1,6,left_hand,0
157,PhysioNetMI,4,0,1,7,right_hand,1
158,PhysioNetMI,4,0,1,8,left_hand,0
159,PhysioNetMI,4,0,1,9,right_hand,1
160,PhysioNetMI,4,0,1,10,right_hand,1
161,PhysioNetMI,4,0,1,11,left_hand,0
162,PhysioNetMI,4,0,1,12,right_hand,1
163,PhysioNetMI,4,0,1,13,left_hand,0
164,PhysioNetMI,4,0,1,14,right_hand,1
165,PhysioNetMI,4,0,2,0,left_hand,0
166,PhysioNetMI,4,0,2,1,right_hand,1
167,PhysioNetMI,4,0,2,2,right_hand,1
168,PhysioNetMI,4,0,2,3,left_hand,0
169,PhysioNetMI,4,0,2,4,right_hand,1
170,PhysioNetMI,4,0,2,5,left_hand,0
171,PhysioNetMI,4,0,2,6,left_hand,0
172,PhysioNetMI,4,0,2,7,right_hand,1
173,PhysioNetMI,4,0,2,8,right_hand,1
174,PhysioNetMI,4,0,2,9,left_hand,0
175,PhysioNetMI,4,0,2,10,left_hand,0
176,PhysioNetMI,4,0,2,11,right_hand,1
177,PhysioNetMI,4,0,2,12,right_hand,1
178,PhysioNetMI,4,0,2,13,left_hand,0
179,PhysioNetMI,4,0,2,14,left_hand,0
180,PhysioNetMI,5,0,0,0,right_hand,1
181,PhysioNetMI,5,0,0,1,left_hand,0
182,PhysioNetMI,5,0,0,2,left_hand,0
183,PhysioNetMI,5,0,0,3,right_hand,1
184,PhysioNetMI,5,0,0,4,right_hand,1
185,PhysioNetMI,5,0,0,5,left_hand,0
186,PhysioNetMI,5,0,0,6,left_hand,0
187,PhysioNetMI,5,0,0,7,right_hand,1
188,PhysioNetMI,5,0,0,8,left_hand,0
189,PhysioNetMI,5,0,0,9,right_hand,1
190,PhysioNetMI,5,0,0,10,right_hand,1
191,PhysioNetMI,5,0,0,11,left_hand,0
192,PhysioNetMI,5,0,0,12,left_hand,0
193,PhysioNetMI,5,0,0,13,right_hand,1
194,PhysioNetMI,5,0,0,14,right_hand,1
195,PhysioNetMI,5,0,1,0,right_hand,1
196,PhysioNetMI,5,0,1,1,left_hand,0
197,PhysioNetMI,5,0,1,2,right_hand,1
198,PhysioNetMI,5,0,1,3,left_hand,0
199,PhysioNetMI,5,0,1,4,left_hand,0
200,PhysioNetMI,5,0,1,5,right_hand,1
201,PhysioNetMI,5,0,1,6,right_hand,1
202,PhysioNetMI,5,0,1,7,left_hand,0
203,PhysioNetMI,5,0,1,8,left_hand,0
204,PhysioNetMI,5,0,1,9,right_hand,1
205,PhysioNetMI,5,0,1,10,left_hand,0
206,PhysioNetMI,5,0,1,11,right_hand,1
207,PhysioNetMI,5,0,1,12,right_hand,1
208,PhysioNetMI,5,0,1,13,left_hand,0
209,PhysioNetMI,5,0,1,14,right_hand,1
210,PhysioNetMI,5,0,2,0,left_hand,0
211,PhysioNetMI,5,0,2,1,right_hand,1
212,PhysioNetMI,5,0,2,2,left_hand,0
213,PhysioNetMI,5,0,2,3,right_hand,1
214,PhysioNetMI,5,0,2,4,left_hand,0
215,PhysioNetMI,5,0,2,5,right_hand,1
216,PhysioNetMI,5,0,2,6,left_hand,0
217,PhysioNetMI,5,0,2,7,right_hand,1
218,PhysioNetMI,5,0,2,8,right_hand,1
219,PhysioNetMI,5,0,2,9,left_hand,0
220,PhysioNetMI,5,0,2,10,right_hand,1
221,PhysioNetMI,5,0,2,11,left_hand,0
222,PhysioNetMI,5,0,2,12,right_hand,1
223,PhysioNetMI,5,0,2,13,left_hand,0
224,PhysioNetMI,5,0,2,14,right_hand,1
225,PhysioNetMI,6,0,0,0,left_hand,0
226,PhysioNetMI,6,0,0,1,right_hand,1
227,PhysioNetMI,6,0,0,2,right_hand,1
228,PhysioNetMI,6,0,0,3,left_hand,0
229,PhysioNetMI,6,0,0,4,left_hand,0
230,PhysioNetMI,6,0,0,5,right_hand,1
231,PhysioNetMI,6,0,0,6,right_hand,1
232,PhysioNetMI,6,0,0,7,left_hand,0
233,PhysioNetMI,6,0,0,8,left_hand,0
234,PhysioNetMI,6,0,0,9,right_hand,1
235,PhysioNetMI,6,0,0,10,left_hand,0
236,PhysioNetMI,6,0,0,11,right_hand,1
237,PhysioNetMI,6,0,0,12,right_hand,1
238,PhysioNetMI,6,0,0,13,left_hand,0
239,PhysioNetMI,6,0,0,14,left_hand,0
240,PhysioNetMI,6,0,1,0,left_hand,0
241,PhysioNetMI,6,0,1,1,right_hand,1
242,PhysioNetMI,6,0,1,2,left_hand,0
243,PhysioNetMI,6,0,1,3,right_hand,1
244,PhysioNetMI,6,0,1,4,left_hand,0
245,PhysioNetMI,6,0,1,5,right_hand,1
246,PhysioNetMI,6,0,1,6,left_hand,0
247,PhysioNetMI,6,0,1,7,right_hand,1
248,PhysioNetMI,6,0,1,8,left_hand,0
249,PhysioNetMI,6,0,1,9,right_hand,1
250,PhysioNetMI,6,0,1,10,right_hand,1
251,PhysioNetMI,6,0,1,11,left_hand,0
252,PhysioNetMI,6,0,1,12,right_hand,1
253,PhysioNetMI,6,0,1,13,left_hand,0
254,PhysioNetMI,6,0,1,14,left_hand,0
255,PhysioNetMI,6,0,2,0,left_hand,0
256,PhysioNetMI,6,0,2,1,right_hand,1
257,PhysioNetMI,6,0,2,2,left_hand,0
258,PhysioNetMI,6,0,2,3,right_hand,1
259,PhysioNetMI,6,0,2,4,right_hand,1
260,PhysioNetMI,6,0,2,5,left_hand,0
261,PhysioNetMI,6,0,2,6,right_hand,1
262,PhysioNetMI,6,0,2,7,left_hand,0
263,PhysioNetMI,6,0,2,8,right_hand,1
264,PhysioNetMI,6,0,2,9,left_hand,0
265,PhysioNetMI,6,0,2,10,right_hand,1
266,PhysioNetMI,6,0,2,11,left_hand,0
267,PhysioNetMI,6,0,2,12,left_hand,0
268,PhysioNetMI,6,0,2,13,right_hand,1
269,PhysioNetMI,6,0,2,14,left_hand,0
270,PhysioNetMI,7,0,0,0,left_hand,0
271,PhysioNetMI,7,0,0,1,right_hand,1
272,PhysioNetMI,7,0,0,2,right_hand,1
273,PhysioNetMI,7,0,0,3,left_hand,0
274,PhysioNetMI,7,0,0,4,right_hand,1
275,PhysioNetMI,7,0,0,5,left_hand,0
276,PhysioNetMI,7,0,0,6,left_hand,0
277,PhysioNetMI,7,0,0,7,right_hand,1
278,PhysioNetMI,7,0,0,8,right_hand,1
279,PhysioNetMI,7,0,0,9,left_hand,0
280,PhysioNetMI,7,0,0,10,left_hand,0
281,PhysioNetMI,7,0,0,11,right_hand,1
282,PhysioNetMI,7,0,0,12,left_hand,0
283,PhysioNetMI,7,0,0,13,right_hand,1
284,PhysioNetMI,7,0,0,14,left_hand,0
285,PhysioNetMI,7,0,1,0,left_hand,0
286,PhysioNetMI,7,0,1,1,right_hand,1
287,PhysioNetMI,7,0,1,2,left_hand,0
288,PhysioNetMI,7,0,1,3,right_hand,1
289,PhysioNetMI,7,0,1,4,right_hand,1
290,PhysioNetMI,7,0,1,5,left_hand,0
291,PhysioNetMI,7,0,1,6,left_hand,0
292,PhysioNetMI,7,0,1,7,right_hand,1
293,PhysioNetMI,7,0,1,8,right_hand,1
294,PhysioNetMI,7,0,1,9,left_hand,0
295,PhysioNetMI,7,0,1,10,right_hand,1
296,PhysioNetMI,7,0,1,11,left_hand,0
297,PhysioNetMI,7,0,1,12,left_hand,0
298,PhysioNetMI,7,0,1,13,right_hand,1
299,PhysioNetMI,7,0,1,14,left_hand,0
300,PhysioNetMI,7,0,2,0,left_hand,0
301,PhysioNetMI,7,0,2,1,right_hand,1
302,PhysioNetMI,7,0,2,2,left_hand,0
303,PhysioNetMI,7,0,2,3,right_hand,1
304,PhysioNetMI,7,0,2,4,right_hand,1
305,PhysioNetMI,7,0,2,5,left_hand,0
306,PhysioNetMI,7,0,2,6,right_hand,1
307,PhysioNetMI,7,0,2,7,left_hand,0
308,PhysioNetMI,7,0,2,8,left_hand,0
309,PhysioNetMI,7,0,2,9,right_hand,1
310,PhysioNetMI,7,0,2,10,left_hand,0
311,PhysioNetMI,7,0,2,11,right_hand,1
312,PhysioNetMI,7,0,2,12,left_hand,0
313,PhysioNetMI,7,0,2,13,right_hand,1
314,PhysioNetMI,7,0,2,14,right_hand,1
315,PhysioNetMI,8,0,0,0,left_hand,0
316,PhysioNetMI,8,0,0,1,right_hand,1
317,PhysioNetMI,8,0,0,2,left_hand,0
318,PhysioNetMI,8,0,0,3,right_hand,1
319,PhysioNetMI,8,0,0,4,right_hand,1
320,PhysioNetMI,8,0,0,5,left_hand,0
321,PhysioNetMI,8,0,0,6,left_hand,0
322,PhysioNetMI,8,0,0,7,right_hand,1
323,PhysioNetMI,8,0,0,8,right_hand,1
324,PhysioNetMI,8,0,0,9,left_hand,0
325,PhysioNetMI,8,0,0,10,right_hand,1
326,PhysioNetMI,8,0,0,11,left_hand,0
327,PhysioNetMI,8,0,0,12,right_hand,1
328,PhysioNetMI,8,0,0,13,left_hand,0
329,PhysioNetMI,8,0,0,14,right_hand,1
330,PhysioNetMI,8,0,1,0,left_hand,0
331,PhysioNetMI,8,0,1,1,right_hand,1
332,PhysioNetMI,8,0,1,2,right_hand,1
333,PhysioNetMI,8,0,1,3,left_hand,0
334,PhysioNetMI,8,0,1,4,right_hand,1
335,PhysioNetMI,8,0,1,5,left_hand,0
336,PhysioNetMI,8,0,1,6,left_hand,0
337,PhysioNetMI,8,0,1,7,right_hand,1
338,PhysioNetMI,8,0,1,8,left_hand,0
339,PhysioNetMI,8,0,1,9,right_hand,1
340,PhysioNetMI,8,0,1,10,left_hand,0
341,PhysioNetMI,8,0,1,11,right_hand,1
342,PhysioNetMI,8,0,1,12,left_hand,0
343,PhysioNetMI,8,0,1,13,right_hand,1
344,PhysioNetMI,8,0,1,14,right_hand,1
345,PhysioNetMI,8,0,2,0,right_hand,1
346,PhysioNetMI,8,0,2,1,left_hand,0
347,PhysioNetMI,8,0,2,2,left_hand,0
348,PhysioNetMI,8,0,2,3,right_hand,1
349,PhysioNetMI,8,0,2,4,left_hand,0
350,PhysioNetMI,8,0,2,5,right_hand,1
351,PhysioNetMI,8,0,2,6,right_hand,1
352,PhysioNetMI,8,0,2,7,left_hand,0
353,PhysioNetMI,8,0,2,8,right_hand,1
354,PhysioNetMI,8,0,2,9,left_hand,0
355,PhysioNetMI,8,0,2,10,left_hand,0
356,PhysioNetMI,8,0,2,11,right_hand,1
357,PhysioNetMI,8,0,2,12,left_hand,0
358,PhysioNetMI,8,0,2,13,right_hand,1
359,PhysioNetMI,8,0,2,14,left_hand,0
360,PhysioNetMI,9,0,0,0,right_hand,1
361,PhysioNetMI,9,0,0,1,left_hand,0
362,PhysioNetMI,9,0,0,2,left_hand,0
363,PhysioNetMI,9,0,0,3,right_hand,1
364,PhysioNetMI,9,0,0,4,left_hand,0
365,PhysioNetMI,9,0,0,5,right_hand,1
366,PhysioNetMI,9,0,0,6,right_hand,1
367,PhysioNetMI,9,0,0,7,left_hand,0
368,PhysioNetMI,9,0,0,8,right_hand,1
369,PhysioNetMI,9,0,0,9,left_hand,0
370,PhysioNetMI,9,0,0,10,left_hand,0
371,PhysioNetMI,9,0,0,11,right_hand,1
372,PhysioNetMI,9,0,0,12,left_hand,0
373,PhysioNetMI,9,0,0,13,right_hand,1
374,PhysioNetMI,9,0,0,14,left_hand,0
375,PhysioNetMI,9,0,1,0,right_hand,1
376,PhysioNetMI,9,0,1,1,left_hand,0
377,PhysioNetMI,9,0,1,2,left_hand,0
378,PhysioNetMI,9,0,1,3,right_hand,1
379,PhysioNetMI,9,0,1,4,right_hand,1
380,PhysioNetMI,9,0,1,5,left_hand,0
381,PhysioNetMI,9,0,1,6,right_hand,1
382,PhysioNetMI,9,0,1,7,left_hand,0
383,PhysioNetMI,9,0,1,8,right_hand,1
384,PhysioNetMI,9,0,1,9,left_hand,0
385,PhysioNetMI,9,0,1,10,right_hand,1
386,PhysioNetMI,9,0,1,11,left_hand,0
387,PhysioNetMI,9,0,1,12,left_hand,0
388,PhysioNetMI,9,0,1,13,right_hand,1
389,PhysioNetMI,9,0,1,14,left_hand,0
390,PhysioNetMI,9,0,2,0,right_hand,1
391,PhysioNetMI,9,0,2,1,left_hand,0
392,PhysioNetMI,9,0,2,2,left_hand,0
393,PhysioNetMI,9,0,2,3,right_hand,1
394,PhysioNetMI,9,0,2,4,left_hand,0
395,PhysioNetMI,9,0,2,5,right_hand,1
396,PhysioNetMI,9,0,2,6,right_hand,1
397,PhysioNetMI,9,0,2,7,left_hand,0
398,PhysioNetMI,9,0,2,8,left_hand,0
399,PhysioNetMI,9,0,2,9,right_hand,1
400,PhysioNetMI,9,0,2,10,left_hand,0
401,PhysioNetMI,9,0,2,11,right_hand,1
402,PhysioNetMI,9,0,2,12,left_hand,0
403,PhysioNetMI,9,0,2,13,right_hand,1
404,PhysioNetMI,9,0,2,14,left_hand,0
405,PhysioNetMI,10,0,0,0,left_hand,0
406,PhysioNetMI,10,0,0,1,right_hand,1
407,PhysioNetMI,10,0,0,2,left_hand,0
408,PhysioNetMI,10,0,0,3,right_hand,1
409,PhysioNetMI,10,0,0,4,left_hand,0
410,PhysioNetMI,10,0,0,5,right_hand,1
411,PhysioNetMI,10,0,0,6,right_hand,1
412,PhysioNetMI,10,0,0,7,left_hand,0
413,PhysioNetMI,10,0,0,8,right_hand,1
414,PhysioNetMI,10,0,0,9,left_hand,0
415,PhysioNetMI,10,0,0,10,right_hand,1
416,PhysioNetMI,10,0,0,11,left_hand,0
417,PhysioNetMI,10,0,0,12,right_hand,1
418,PhysioNetMI,10,0,0,13,left_hand,0
419,PhysioNetMI,10,0,0,14,left_hand,0
420,PhysioNetMI,10,0,1,0,right_hand,1
421,PhysioNetMI,10,0,1,1,left_hand,0
422,PhysioNetMI,10,0,1,2,left_hand,0
423,PhysioNetMI,10,0,1,3,right_hand,1
424,PhysioNetMI,10,0,1,4,right_hand,1
425,PhysioNetMI,10,0,1,5,left_hand,0
426,PhysioNetMI,10,0,1,6,right_hand,1
427,PhysioNetMI,10,0,1,7,left_hand,0
428,PhysioNetMI,10,0,1,8,right_hand,1
429,PhysioNetMI,10,0,1,9,left_hand,0
430,PhysioNetMI,10,0,1,10,right_hand,1
431,PhysioNetMI,10,0,1,11,left_hand,0
432,PhysioNetMI,10,0,1,12,left_hand,0
433,PhysioNetMI,10,0,1,13,right_hand,1
434,PhysioNetMI,10,0,1,14,left_hand,0
435,PhysioNetMI,10,0,2,0,left_hand,0
436,PhysioNetMI,10,0,2,1,right_hand,1
437,PhysioNetMI,10,0,2,2,right_hand,1
438,PhysioNetMI,10,0,2,3,left_hand,0
439,PhysioNetMI,10,0,2,4,right_hand,1
440,PhysioNetMI,10,0,2,5,left_hand,0
441,PhysioNetMI,10,0,2,6,left_hand,0
442,PhysioNetMI,10,0,2,7,right_hand,1
443,PhysioNetMI,10,0,2,8,left_hand,0
444,PhysioNetMI,10,0,2,9,right_hand,1
445,PhysioNetMI,10,0,2,10,left_hand,0
446,PhysioNetMI,10,0,2,11,right_hand,1
447,PhysioNetMI,10,0,2,12,right_hand,1
448,PhysioNetMI,10,0,2,13,left_hand,0
449,PhysioNetMI,10,0,2,14,left_hand,0
450,PhysioNetMI,11,0,0,0,left_hand,0
451,PhysioNetMI,11,0,0,1,right_hand,1
452,PhysioNetMI,11,0,0,2,left_hand,0
453,PhysioNetMI,11,0,0,3,right_hand,1
454,PhysioNetMI,11,0,0,4,left_hand,0
455,PhysioNetMI,11,0,0,5,right_hand,1
456,PhysioNetMI,11,0,0,6,right_hand,1
457,PhysioNetMI,11,0,0,7,left_hand,0
458,PhysioNetMI,11,0,0,8,right_hand,1
459,PhysioNetMI,11,0,0,9,left_hand,0
460,PhysioNetMI,11,0,0,10,left_hand,0
461,PhysioNetMI,11,0,0,11,right_hand,1
462,PhysioNetMI,11,0,0,12,right_hand,1
463,PhysioNetMI,11,0,0,13,left_hand,0
464,PhysioNetMI,11,0,0,14,left_hand,0
465,PhysioNetMI,11,0,1,0,left_hand,0
466,PhysioNetMI,11,0,1,1,right_hand,1
467,PhysioNetMI,11,0,1,2,left_hand,0
468,PhysioNetMI,11,0,1,3,right_hand,1
469,PhysioNetMI,11,0,1,4,left_hand,0
470,PhysioNetMI,11,0,1,5,right_hand,1
471,PhysioNetMI,11,0,1,6,left_hand,0
472,PhysioNetMI,11,0,1,7,right_hand,1
473,PhysioNetMI,11,0,1,8,right_hand,1
474,PhysioNetMI,11,0,1,9,left_hand,0
475,PhysioNetMI,11,0,1,10,left_hand,0
476,PhysioNetMI,11,0,1,11,right_hand,1
477,PhysioNetMI,11,0,1,12,left_hand,0
478,PhysioNetMI,11,0,1,13,right_hand,1
479,PhysioNetMI,11,0,1,14,right_hand,1
480,PhysioNetMI,11,0,2,0,left_hand,0
481,PhysioNetMI,11,0,2,1,right_hand,1
482,PhysioNetMI,11,0,2,2,left_hand,0
483,PhysioNetMI,11,0,2,3,right_hand,1
484,PhysioNetMI,11,0,2,4,right_hand,1
485,PhysioNetMI,11,0,2,5,left_hand,0
486,PhysioNetMI,11,0,2,6,right_hand,1
487,PhysioNetMI,11,0,2,7,left_hand,0
488,PhysioNetMI,11,0,2,8,right_hand,1
489,PhysioNetMI,11,0,2,9,left_hand,0
490,PhysioNetMI,11,0,2,10,left_hand,0
491,PhysioNetMI,11,0,2,11,right_hand,1
492,PhysioNetMI,11,0,2,12,right_hand,1
493,PhysioNetMI,11,0,2,13,left_hand,0
494,PhysioNetMI,11,0,2,14,left_hand,0
495,PhysioNetMI,12,0,0,0,left_hand,0
496,PhysioNetMI,12,0,0,1,right_hand,1
497,PhysioNetMI,12,0,0,2,left_hand,0
498,PhysioNetMI,12,0,0,3,right_hand,1
499,PhysioNetMI,12,0,0,4,left_hand,0
500,PhysioNetMI,12,0,0,5,right_hand,1
501,PhysioNetMI,12,0,0,6,left_hand,0
502,PhysioNetMI,12,0,0,7,right_hand,1
503,PhysioNetMI,12,0,0,8,right_hand,1
504,PhysioNetMI,12,0,0,9,left_hand,0
505,PhysioNetMI,12,0,0,10,right_hand,1
506,PhysioNetMI,12,0,0,11,left_hand,0
507,PhysioNetMI,12,0,0,12,left_hand,0
508,PhysioNetMI,12,0,0,13,right_hand,1
509,PhysioNetMI,12,0,0,14,right_hand,1
510,PhysioNetMI,12,0,1,0,right_hand,1
511,PhysioNetMI,12,0,1,1,left_hand,0
512,PhysioNetMI,12,0,1,2,left_hand,0
513,PhysioNetMI,12,0,1,3,right_hand,1
514,PhysioNetMI,12,0,1,4,right_hand,1
515,PhysioNetMI,12,0,1,5,left_hand,0
516,PhysioNetMI,12,0,1,6,right_hand,1
517,PhysioNetMI,12,0,1,7,left_hand,0
518,PhysioNetMI,12,0,1,8,left_hand,0
519,PhysioNetMI,12,0,1,9,right_hand,1
520,PhysioNetMI,12,0,1,10,right_hand,1
521,PhysioNetMI,12,0,1,11,left_hand,0
522,PhysioNetMI,12,0,1,12,left_hand,0
523,PhysioNetMI,12,0,1,13,right_hand,1
524,PhysioNetMI,12,0,1,14,right_hand,1
525,PhysioNetMI,12,0,2,0,right_hand,1
526,PhysioNetMI,12,0,2,1,left_hand,0
527,PhysioNetMI,12,0,2,2,right_hand,1
528,PhysioNetMI,12,0,2,3,left_hand,0
529,PhysioNetMI,12,0,2,4,right_hand,1
530,PhysioNetMI,12,0,2,5,left_hand,0
531,PhysioNetMI,12,0,2,6,left_hand,0
532,PhysioNetMI,12,0,2,7,right_hand,1
533,PhysioNetMI,12,0,2,8,right_hand,1
534,PhysioNetMI,12,0,2,9,left_hand,0
535,PhysioNetMI,12,0,2,10,right_hand,1
