trial_index,dataset,subject,session,run,trial_in_run,event_name,label
169,BNCI2014_001,1,1test,1,1,left_hand,0
170,BNCI2014_001,1,1test,1,2,left_hand,0
171,BNCI2014_001,1,1test,1,3,right_hand,1
172,BNCI2014_001,1,1test,1,4,right_hand,1
173,BNCI2014_001,1,1test,1,5,left_hand,0
174,BNCI2014_001,1,1test,1,6,left_hand,0
175,BNCI2014_001,1,1test,1,7,left_hand,0
176,BNCI2014_001,1,1test,1,8,right_hand,1
177,BNCI2014_001,1,1test,1,9,right_hand,1
178,BNCI2014_001,1,1test,1,10,left_hand,0
179,BNCI2014_001,1,1test,1,11,left_hand,0
180,BNCI2014_001,1,1test,1,12,left_hand,0
181,BNCI2014_001,1,1test,1,13,right_hand,1
182,BNCI2014_001,1,1test,1,14,left_hand,0
183,BNCI2014_001,1,1test,1,15,right_hand,1
184,BNCI2014_001,1,1test,1,16,right_hand,1
185,BNCI2014_001,1,1test,1,17,left_hand,0
186,BNCI2014_001,1,1test,1,18,right_hand,1
187,BNCI2014_001,1,1test,1,19,left_hand,0
188,BNCI2014_001,1,1test,1,20,right_hand,1
189,BNCI2014_001,1,1test,1,21,right_hand,1
190,BNCI2014_001,1,1test,1,22,right_hand,1
191,BNCI2014_001,1,1test,1,23,left_hand,0
192,BNCI2014_001,1,1test,2,0,left_hand,0
193,BNCI2014_001,1,1test,2,1,left_hand,0
194,BNCI2014_001,1,1test,2,2,right_hand,1
195,BNCI2014_001,1,1test,2,3,left_hand,0
196,BNCI2014_001,1,1test,2,4,left_hand,0
197,BNCI2014_001,1,1test,2,5,right_hand,1
198,BNCI2014_001,1,1test,2,6,left_hand,0
199,BNCI2014_001,1,1test,2,7,left_hand,0
200,BNCI2014_001,1,1test,2,8,right_hand,1
201,BNCI2014_001,1,1test,2,9,left_hand,0
202,BNCI2014_001,1,1test,2,10,right_hand,1
203,BNCI2014_001,1,1test,2,11,right_hand,1
204,BNCI2014_001,1,1test,2,12,left_hand,0
205,BNCI2014_001,1,1test,2,13,right_hand,1
206,BNCI2014_001,1,1test,2,14,left_hand,0
207,BNCI2014_001,1,1test,2,15,left_hand,0
208,BNCI2014_001,1,1test,2,16,right_hand,1
209,BNCI2014_001,1,1test,2,17,left_hand,0
210,BNCI2014_001,1,1test,2,18,right_hand,1
211,BNCI2014_001,1,1test,2,19,right_hand,1
212,BNCI2014_001,1,1test,2,20,right_hand,1
213,BNCI2014_001,1,1test,2,21,right_hand,1
214,BNCI2014_001,1,1test,2,22,right_hand,1
215,BNCI2014_001,1,1test,2,23,left_hand,0
216,BNCI2014_001,1,1test,3,0,right_hand,1
217,BNCI2014_001,1,1test,3,1,left_hand,0
218,BNCI2014_001,1,1test,3,2,left_hand,0
219,BNCI2014_001,1,1test,3,3,left_hand,0
220,BNCI2014_001,1,1test,3,4,right_hand,1
221,BNCI2014_001,1,1test,3,5,right_hand,1
222,BNCI2014_001,1,1test,3,6,left_hand,0
223,BNCI2014_001,1,1test,3,7,right_hand,1
224,BNCI2014_001,1,1test,3,8,left_hand,0
225,BNCI2014_001,1,1test,3,9,right_hand,1
226,BNCI2014_001,1,1test,3,10,left_hand,0
227,BNCI2014_001,1,1test,3,11,right_hand,1
228,BNCI2014_001,1,1test,3,12,right_hand,1
229,BNCI2014_001,1,1test,3,13,right_hand,1
230,BNCI2014_001,1,1test,3,14,left_hand,0
231,BNCI2014_001,1,1test,3,15,left_hand,0
232,BNCI2014_001,1,1test,3,16,right_hand,1
233,BNCI2014_001,1,1test,3,17,left_hand,0
234,BNCI2014_001,1,1test,3,18,right_hand,1
235,BNCI2014_001,1,1test,3,19,right_hand,1
236,BNCI2014_001,1,1test,3,20,left_hand,0
237,BNCI2014_001,1,1test,3,21,left_hand,0
238,BNCI2014_001,1,1test,3,22,right_hand,1
239,BNCI2014_001,1,1test,3,23,left_hand,0
240,BNCI2014_001,1,1test,4,0,right_hand,1
241,BNCI2014_001,1,1test,4,1,left_hand,0
242,BNCI2014_001,1,1test,4,2,left_hand,0
243,BNCI2014_001,1,1test,4,3,right_hand,1
244,BNCI2014_001,1,1test,4,4,left_hand,0
245,BNCI2014_001,1,1test,4,5,left_hand,0
246,BNCI2014_001,1,1test,4,6,left_hand,0
247,BNCI2014_001,1,1test,4,7,right_hand,1
248,BNCI2014_001,1,1test,4,8,right_hand,1
249,BNCI2014_001,1,1test,4,9,right_hand,1
250,BNCI2014_001,1,1test,4,10,right_hand,1
251,BNCI2014_001,1,1test,4,11,left_hand,0
252,BNCI2014_001,1,1test,4,12,right_hand,1
253,BNCI2014_001,1,1test,4,13,right_hand,1
254,BNCI2014_001,1,1test,4,14,right_hand,1
255,BNCI2014_001,1,1test,4,15,left_hand,0
256,BNCI2014_001,1,1test,4,16,left_hand,0
257,BNCI2014_001,1,1test,4,17,left_hand,0
258,BNCI2014_001,1,1test,4,18,left_hand,0
259,BNCI2014_001,1,1test,4,19,left_hand,0
260,BNCI2014_001,1,1test,4,20,right_hand,1
261,BNCI2014_001,1,1test,4,21,left_hand,0
262,BNCI2014_001,1,1test,4,22,right_hand,1
263,BNCI2014_001,1,1test,4,23,right_hand,1
264,BNCI2014_001,1,1test,5,0,left_hand,0
265,BNCI2014_001,1,1test,5,1,right_hand,1
266,BNCI2014_001,1,1test,5,2,left_hand,0
267,BNCI2014_001,1,1test,5,3,left_hand,0
268,BNCI2014_001,1,1test,5,4,right_hand,1
269,BNCI2014_001,1,1test,5,5,right_hand,1
270,BNCI2014_001,1,1test,5,6,right_hand,1
271,BNCI2014_001,1,1test,5,7,left_hand,0
272,BNCI2014_001,1,1test,5,8,right_hand,1
273,BNCI2014_001,1,1test,5,9,right_hand,1
274,BNCI2014_001,1,1test,5,10,right_hand,1
275,BNCI2014_001,1,1test,5,11,right_hand,1
276,BNCI2014_001,1,1test,5,12,right_hand,1
277,BNCI2014_001,1,1test,5,13,left_hand,0
278,BNCI2014_001,1,1test,5,14,right_hand,1
279,BNCI2014_001,1,1test,5,15,right_hand,1
280,BNCI2014_001,1,1test,5,16,left_hand,0
281,BNCI2014_001,1,1test,5,17,left_hand,0
282,BNCI2014_001,1,1test,5,18,left_hand,0
283,BNCI2014_001,1,1test,5,19,left_hand,0
284,BNCI2014_001,1,1test,5,20,left_hand,0
285,BNCI2014_001,1,1test,5,21,left_hand,0
286,BNCI2014_001,1,1test,5,22,right_hand,1
287,BNCI2014_001,1,1test,5,23,left_hand,0
288,BNCI2014_001,2,0train,0,0,left_hand,0
289,BNCI2014_001,2,0train,0,1,right_hand,1
290,BNCI2014_001,2,0train,0,2,right_hand,1
291,BNCI2014_001,2,0train,0,3,left_hand,0
292,BNCI2014_001,2,0train,0,4,right_hand,1
293,BNCI2014_001,2,0train,0,5,left_hand,0
294,BNCI2014_001,2,0train,0,6,right_hand,1
295,BNCI2014_001,2,0train,0,7,right_hand,1
296,BNCI2014_001,2,0train,0,8,left_hand,0
297,BNCI2014_001,2,0train,0,9,right_hand,1
298,BNCI2014_001,2,0train,0,10,left_hand,0
299,BNCI2014_001,2,0train,0,11,left_hand,0
300,BNCI2014_001,2,0train,0,12,right_hand,1
301,BNCI2014_001,2,0train,0,13,left_hand,0
302,BNCI2014_001,2,0train,0,14,left_hand,0
303,BNCI2014_001,2,0train,0,15,left_hand,0
304,BNCI2014_001,2,0train,0,16,left_hand,0
305,BNCI2014_001,2,0train,0,17,right_hand,1
306,BNCI2014_001,2,0train,0,18,left_hand,0
307,BNCI2014_001,2,0train,0,19,right_hand,1
308,BNCI2014_001,2,0train,0,20,right_hand,1
309,BNCI2014_001,2,0train,0,21,left_hand,0
310,BNCI2014_001,2,0train,0,22,right_hand,1
311,BNCI2014_001,2,0train,0,23,right_hand,1
312,BNCI2014_001,2,0train,1,0,right_hand,1
313,BNCI2014_001,2,0train,1,1,left_hand,0
314,BNCI2014_001,2,0train,1,2,left_hand,0
315,BNCI2014_001,2,0train,1,3,right_hand,1
316,BNCI2014_001,2,0train,1,4,right_hand,1
317,BNCI2014_001,2,0train,1,5,left_hand,0
318,BNCI2014_001,2,0train,1,6,left_hand,0
319,BNCI2014_001,2,0train,1,7,left_hand,0
320,BNCI2014_001,2,0train,1,8,right_hand,1
321,BNCI2014_001,2,0train,1,9,right_hand,1
322,BNCI2014_001,2,0train,1,10,left_hand,0
323,BNCI2014_001,2,0train,1,11,left_hand,0
324,BNCI2014_001,2,0train,1,12,left_hand,0
325,BNCI2014_001,2,0train,1,13,right_hand,1
326,BNCI2014_001,2,0train,1,14,left_hand,0
327,BNCI2014_001,2,0train,1,15,right_hand,1
328,BNCI2014_001,2,0train,1,16,right_hand,1
329,BNCI2014_001,2,0train,1,17,left_hand,0
330,BNCI2014_001,2,0train,1,18,right_hand,1
331,BNCI2014_001,2,0train,1,19,left_hand,0
332,BNCI2014_001,2,0train,1,20,right_hand,1
333,BNCI2014_001,2,0train,1,21,right_hand,1
334,BNCI2014_001,2,0train,1,22,right_hand,1
335,BNCI2014_001,2,0train,1,23,left_hand,0
336,BNCI2014_001,2,0train,2,0,left_hand,0
337,BNCI2014_001,2,0train,2,1,left_hand,0
338,BNCI2014_001,2,0train,2,2,right_hand,1
339,BNCI2014_001,2,0train,2,3,left_hand,0
340,BNCI2014_001,2,0train,2,4,left_hand,0
341,BNCI2014_001,2,0train,2,5,right_hand,1
342,BNCI2014_001,2,0train,2,6,left_hand,0
343,BNCI2014_001,2,0train,2,7,left_hand,0
344,BNCI2014_001,2,0train,2,8,right_hand,1
345,BNCI2014_001,2,0train,2,9,left_hand,0
346,BNCI2014_001,2,0train,2,10,right_hand,1
347,BNCI2014_001,2,0train,2,11,right_hand,1
348,BNCI2014_001,2,0train,2,12,left_hand,0
349,BNCI2014_001,2,0train,2,13,right_hand,1
350,BNCI2014_001,2,0train,2,14,left_hand,0
351,BNCI2014_001,2,0train,2,15,left_hand,0
352,BNCI2014_001,2,0train,2,16,right_hand,1
353,BNCI2014_001,2,0train,2,17,left_hand,0
354,BNCI2014_001,2,0train,2,18,right_hand,1
355,BNCI2014_001,2,0train,2,19,right_hand,1
356,BNCI2014_001,2,0train,2,20,right_hand,1
357,BNCI2014_001,2,0train,2,21,right_hand,1
358,BNCI2014_001,2,0train,2,22,right_hand,1
359,BNCI2014_001,2,0train,2,23,left_hand,0
360,BNCI2014_001,2,0train,3,0,right_hand,1
361,BNCI2014_001,2,0train,3,1,left_hand,0
362,BNCI2014_001,2,0train,3,2,left_hand,0
363,BNCI2014_001,2,0train,3,3,left_hand,0
364,BNCI2014_001,2,0train,3,4,right_hand,1
365,BNCI2014_001,2,0train,3,5,right_hand,1
366,BNCI2014_001,2,0train,3,6,left_hand,0
367,BNCI2014_001,2,0train,3,7,right_hand,1
368,BNCI2014_001,2,0train,3,8,left_hand,0
369,BNCI2014_001,2,0train,3,9,right_hand,1
370,BNCI2014_001,2,0train,3,10,left_hand,0
371,BNCI2014_001,2,0train,3,11,right_hand,1
372,BNCI2014_001,2,0train,3,12,right_hand,1
373,BNCI2014_001,2,0train,3,13,right_hand,1
374,BNCI2014_001,2,0train,3,14,left_hand,0
375,BNCI2014_001,2,0train,3,15,left_hand,0
376,BNCI2014_001,2,0train,3,16,right_hand,1
377,BNCI2014_001,2,0train,3,17,left_hand,0
378,BNCI2014_001,2,0train,3,18,right_hand,1
379,BNCI2014_001,2,0train,3,19,right_hand,1
380,BNCI2014_001,2,0train,3,20,left_hand,0
381,BNCI2014_001,2,0train,3,21,left_hand,0
382,BNCI2014_001,2,0train,3,22,right_hand,1
383,BNCI2014_001,2,0train,3,23,left_hand,0
384,BNCI2014_001,2,0train,4,0,right_hand,1
385,BNCI2014_001,2,0train,4,1,left_hand,0
386,BNCI2014_001,2,0train,4,2,left_hand,0
387,BNCI2014_001,2,0train,4,3,right_hand,1
388,BNCI2014_001,2,0train,4,4,left_hand,0
389,BNCI2014_001,2,0train,4,5,left_hand,0
390,BNCI2014_001,2,0train,4,6,left_hand,0
391,BNCI2014_001,2,0train,4,7,right_hand,1
392,BNCI2014_001,2,0train,4,8,right_hand,1
393,BNCI2014_001,2,0train,4,9,right_hand,1
394,BNCI2014_001,2,0train,4,10,right_hand,1
395,BNCI2014_001,2,0train,4,11,left_hand,0
396,BNCI2014_001,2,0train,4,12,right_hand,1
397,BNCI2014_001,2,0train,4,13,right_hand,1
398,BNCI2014_001,2,0train,4,14,right_hand,1
399,BNCI2014_001,2,0train,4,15,left_hand,0
400,BNCI2014_001,2,0train,4,16,left_hand,0
401,BNCI2014_001,2,0train,4,17,left_hand,0
402,BNCI2014_001,2,0train,4,18,left_hand,0
403,BNCI2014_001,2,0train,4,19,left_hand,0
404,BNCI2014_001,2,0train,4,20,right_hand,1
405,BNCI2014_001,2,0train,4,21,left_hand,0
406,BNCI2014_001,2,0train,4,22,right_hand,1
407,BNCI2014_001,2,0train,4,23,right_hand,1
408,BNCI2014_001,2,0train,5,0,left_hand,0
409,BNCI2014_001,2,0train,5,1,right_hand,1
410,BNCI2014_001,2,0train,5,2,left_hand,0
411,BNCI2014_001,2,0train,5,3,left_hand,0
412,BNCI2014_001,2,0train,5,4,right_hand,1
413,BNCI2014_001,2,0train,5,5,right_hand,1
414,BNCI2014_001,2,0train,5,6,right_hand,1
415,BNCI2014_001,2,0train,5,7,left_hand,0
416,BNCI2014_001,2,0train,5,8,right_hand,1
417,BNCI2014_001,2,0train,5,9,right_hand,1
418,BNCI2014_001,2,0train,5,10,right_hand,1
419,BNCI2014_001,2,0train,5,11,right_hand,1
420,BNCI2014_001,2,0train,5,12,right_hand,1
421,BNCI2014_001,2,0train,5,13,left_hand,0
422,BNCI2014_001,2,0train,5,14,right_hand,1
423,BNCI2014_001,2,0train,5,15,right_hand,1
424,BNCI2014_001,2,0train,5,16,left_hand,0
425,BNCI2014_001,2,0train,5,17,left_hand,0
426,BNCI2014_001,2,0train,5,18,left_hand,0
427,BNCI2014_001,2,0train,5,19,left_hand,0
428,BNCI2014_001,2,0train,5,20,left_hand,0
429,BNCI2014_001,2,0train,5,21,left_hand,0
430,BNCI2014_001,2,0train,5,22,right_hand,1
431,BNCI2014_001,2,0train,5,23,left_hand,0
432,BNCI2014_001,2,1test,0,0,left_hand,0
433,BNCI2014_001,2,1test,0,1,right_hand,1
434,BNCI2014_001,2,1test,0,2,right_hand,1
435,BNCI2014_001,2,1test,0,3,left_hand,0
436,BNCI2014_001,2,1test,0,4,right_hand,1
437,BNCI2014_001,2,1test,0,5,left_hand,0
438,BNCI2014_001,2,1test,0,6,right_hand,1
439,BNCI2014_001,2,1test,0,7,right_hand,1
440,BNCI2014_001,2,1test,0,8,left_hand,0
441,BNCI2014_001,2,1test,0,9,right_hand,1
442,BNCI2014_001,2,1test,0,10,left_hand,0
443,BNCI2014_001,2,1test,0,11,left_hand,0
444,BNCI2014_001,2,1test,0,12,right_hand,1
445,BNCI2014_001,2,1test,0,13,left_hand,0
446,BNCI2014_001,2,1test,0,14,left_hand,0
447,BNCI2014_001,2,1test,0,15,left_hand,0
448,BNCI2014_001,2,1test,0,16,left_hand,0
449,BNCI2014_001,2,1test,0,17,right_hand,1
450,BNCI2014_001,2,1test,0,18,left_hand,0
451,BNCI2014_001,2,1test,0,19,right_hand,1
452,BNCI2014_001,2,1test,0,20,right_hand,1
453,BNCI2014_001,2,1test,0,21,left_hand,0
454,BNCI2014_001,2,1test,0,22,right_hand,1
455,BNCI2014_001,2,1test,0,23,right_hand,1
456,BNCI2014_001,2,1test,1,0,right_hand,1
457,BNCI2014_001,2,1test,1,1,left_hand,0
458,BNCI2014_001,2,1test,1,2,left_hand,0
459,BNCI2014_001,2,1test,1,3,right_hand,1
460,BNCI2014_001,2,1test,1,4,right_hand,1
461,BNCI2014_001,2,1test,1,5,left_hand,0
462,BNCI2014_001,2,1test,1,6,left_hand,0
463,BNCI2014_001,2,1test,1,7,left_hand,0
464,BNCI2014_001,2,1test,1,8,right_hand,1
465,BNCI2014_001,2,1test,1,9,right_hand,1
466,BNCI2014_001,2,1test,1,10,left_hand,0
467,BNCI2014_001,2,1test,1,11,left_hand,0
468,BNCI2014_001,2,1test,1,12,left_hand,0
469,BNCI2014_001,2,1test,1,13,right_hand,1
470,BNCI2014_001,2,1test,1,14,left_hand,0
471,BNCI2014_001,2,1test,1,15,right_hand,1
472,BNCI2014_001,2,1test,1,16,right_hand,1
473,BNCI2014_001,2,1test,1,17,left_hand,0
474,BNCI2014_001,2,1test,1,18,right_hand,1
475,BNCI2014_001,2,1test,1,19,left_hand,0
476,BNCI2014_001,2,1test,1,20,right_hand,1
477,BNCI2014_001,2,1test,1,21,right_hand,1
478,BNCI2014_001,2,1test,1,22,right_hand,1
479,BNCI2014_001,2,1test,1,23,left_hand,0
480,BNCI2014_001,2,1test,2,0,left_hand,0
481,BNCI2014_001,2,1test,2,1,left_hand,0
482,BNCI2014_001,2,1test,2,2,right_hand,1
483,BNCI2014_001,2,1test,2,3,left_hand,0
484,BNCI2014_001,2,1test,2,4,left_hand,0
485,BNCI2014_001,2,1test,2,5,right_hand,1
486,BNCI2014_001,2,1test,2,6,left_hand,0
487,BNCI2014_001,2,1test,2,7,left_hand,0
488,BNCI2014_001,2,1test,2,8,right_hand,1
489,BNCI2014_001,2,1test,2,9,left_hand,0
490,BNCI2014_001,2,1test,2,10,right_hand,1
491,BNCI2014_001,2,1test,2,11,right_hand,1
492,BNCI2014_001,2,1test,2,12,left_hand,0
493,BNCI2014_001,2,1test,2,13,right_hand,1
494,BNCI2014_001,2,1test,2,14,left_hand,0
495,BNCI2014_001,2,1test,2,15,left_hand,0
496,BNCI2014_001,2,1test,2,16,right_hand,1
497,BNCI2014_001,2,1test,2,17,left_hand,0
498,BNCI2014_001,2,1test,2,18,right_hand,1
499,BNCI2014_001,2,1test,2,19,right_hand,1
500,BNCI2014_001,2,1test,2,20,right_hand,1
501,BNCI2014_001,2,1test,2,21,right_hand,1
502,BNCI2014_001,2,1test,2,22,right_hand,1
503,BNCI2014_001,2,1test,2,23,left_hand,0
504,BNCI2014_001,2,1test,3,0,right_hand,1
505,BNCI2014_001,2,1test,3,1,left_hand,0
506,BNCI2014_001,2,1test,3,2,left_hand,0
507,BNCI2014_001,2,1test,3,3,left_hand,0
508,BNCI2014_001,2,1test,3,4,right_hand,1
509,BNCI2014_001,2,1test,3,5,right_hand,1
510,BNCI2014_001,2,1test,3,6,left_hand,0
511,BNCI2014_001,2,1test,3,7,right_hand,1
512,BNCI2014_001,2,1test,3,8,left_hand,0
513,BNCI2014_001,2,1test,3,9,right_hand,1
514,BNCI2014_001,2,1test,3,10,left_hand,0
515,BNCI2014_001,2,1test,3,11,right_hand,1
